1.000000000000000000e+02,1.041093750000000000e+02
1.401037735849056673e+02,8.553773584905660243e+01
1.967571428571428669e+02,1.661428571428571388e+01
1.295526315789473699e+02,6.737500000000000000e+01
1.753333333333333428e+02,9.142176870748299677e+01
1.624791666666666572e+02,7.858333333333332860e+01
2.161805555555555429e+02,6.287500000000000000e+01
2.034246575342465633e+02,5.934246575342465491e+01
8.792063492063492447e+01,6.684126984126983473e+01
2.392631578947368496e+02,2.426315789473684248e+01
1.389868421052631504e+02,6.071052631578947256e+01
2.265212765957446948e+02,6.631914893617020823e+01
1.824029850746268551e+02,4.358208955223880565e+01
1.318086419753086318e+02,3.236419753086419604e+01
1.891363636363636260e+02,5.388888888888888573e+01
2.579841269841269877e+02,5.831746031746031633e+01
2.734782608695652328e+01,6.597101449275362484e+01
2.341458333333333428e+02,5.964583333333333570e+01
2.361956521739130324e+02,4.550000000000000000e+01
2.175666666666666629e+02,5.203333333333333144e+01
2.305396825396825307e+02,7.874603174603174693e+01
6.857352941176471006e+01,8.813235294117646390e+01
3.033333333333333215e+01,9.857142857142856940e+01
1.154339622641509493e+02,5.743396226415094219e+01
1.635858585858585741e+02,6.155555555555555713e+01
6.082905982905982967e+01,5.463247863247863023e+01
1.002999999999999972e+02,5.464999999999999858e+01
3.588888888888888573e+01,8.751851851851851904e+01
1.901530612244897895e+02,6.663265306122448806e+01
1.226595744680851112e+02,4.803191489361702082e+01
5.454545454545454675e+01,6.713636363636364024e+01
1.012916666666666714e+02,4.995833333333333570e+01
8.138095238095237960e+01,9.158730158730158166e+01
1.514255319148936110e+02,3.880851063829787506e+01
2.088899082568807444e+02,2.966972477064220115e+01
5.803603603603603744e+01,9.392792792792792511e+01
1.651935483870967687e+02,9.667741935483870463e+01
1.533666666666666742e+02,4.379999999999999716e+01
2.394000000000000057e+02,7.124800000000000466e+01
8.142982456140350678e+01,4.489473684210526017e+01
6.828070175438595868e+01,6.228070175438596578e+01
1.185000000000000000e+02,3.606756756756756488e+01
8.892063492063492447e+01,4.347619047619047450e+01
2.627454545454545496e+02,4.352727272727272378e+01
2.177818181818181813e+02,1.859090909090908994e+01
4.168292682926828974e+01,1.037682926829268268e+02
1.106190476190476204e+02,4.680952380952381020e+01
1.975490196078431495e+02,2.203921568627450966e+01
5.660606060606060908e+01,8.542424242424242209e+01
8.154878048780487632e+01,7.542682926829267842e+01
1.310000000000000000e+02,1.015333333333333314e+02
1.338922155688622695e+02,9.764670658682634041e+01
2.127244897959183731e+02,3.989795918367347127e+01
2.301764705882353041e+02,2.451764705882353113e+01
9.903472222222222854e+01,7.768055555555555713e+01
6.914728682170542129e+01,7.489922480620154488e+01
1.130000000000000000e+02,7.995982142857143060e+01
1.895428571428571445e+02,3.971428571428571530e+01
1.047500000000000000e+02,9.895833333333332860e+01
9.945762711864406924e+01,6.650847457627118331e+01
1.030000000000000000e+02,2.000000000000000000e+00
9.800000000000000000e+01,8.000000000000000000e+00
1.830000000000000000e+02,1.040000000000000000e+02
2.780000000000000000e+02,1.600000000000000000e+01
2.590000000000000000e+02,6.600000000000000000e+01
1.930000000000000000e+02,1.000000000000000000e+02
1.190000000000000000e+02,2.800000000000000000e+01
1.550000000000000000e+02,2.200000000000000000e+01
2.380000000000000000e+02,1.070000000000000000e+02
0.000000000000000000e+00,7.000000000000000000e+01
4.200000000000000000e+01,2.300000000000000000e+01
2.960000000000000000e+02,9.400000000000000000e+01
1.440000000000000000e+02,1.700000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+00
1.390000000000000000e+02,1.500000000000000000e+01
8.000000000000000000e+00,1.030000000000000000e+02
1.290000000000000000e+02,1.000000000000000000e+01
5.000000000000000000e+00,7.900000000000000000e+01
2.320000000000000000e+02,1.090000000000000000e+02
2.650000000000000000e+02,6.100000000000000000e+01
1.100000000000000000e+01,6.400000000000000000e+01
2.970000000000000000e+02,9.200000000000000000e+01
7.900000000000000000e+01,2.100000000000000000e+01
