789,789,789,789,789,789,789,789,1144,1144,1144,964,964,964,964,964,964,964,708,708,708,1297,1297,1297,1297,1297,1230,1230,1230,1230,1230,963,963,963,963,963,963,963,963,963,963,963,963,963,963,218,218,218,218,218,218,218,333,333,333,333,333,333,333,333,333,333,333,960,960,960,960,960,960,960,960,846,54,54,54,54,54,54,54,54,54,833,1258,1258,1258,1258,1258,1156,1156,1156,1156,1156,1156,484,484,484,484,140,259,259,259,259,259,259,259,222,222,222,222,222,889,889,889,889,889,889,889,889,440,440,440,440,440,440,440,440,440,440,440,307,307,1141,1141,527,527,527,527,527,527,527,527,527,527,527,1060,1060,334,334,334,334,334,334,334,334,334,540,540,540,540,551,551,551,551,551,551,551,551,512,512,512,512,512,512,512,512,512,512,761,761,761,761,761,761,420,420,420,231,231,231,231,231,231,231,231,231,1003,1003,1003,1003,1003,191,191,191,191,191,191,191,1135,1135,1135,1135,1135,1135,1135,1135,1135,1240,1240,1240,1240,1240,156,156,496,496,496,496,496,496,496,496,496,496,496,496,748,748,748,748,748,748,928,928,928,165,165,165,165,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,1235,1235,1235,885,885,885,885,678,678,678,678,678,678,678,735,735,1209,1209,1209,1209,1209,1209,999,999,999,999,999,999,999,750,750,750,750,750,750,328,328,328,328,328,328,1249,1249,1249,1249,1249,1249,1249,870,870,870,1338,1338,1322,1322,1322,1322,1322,526,526,526,526,526,526,526,526,612,612,612,612,612,612,612,896,896,239,239,239,239,239,239,950,950,950,950,65,65,65,65,65,65,65,65,1081,1081,1081,1081,1081,1081,1081,561,561,561,561,561,343,219,219,219,1274,1274,1274,1216,1216,1216,1216,1216,1216,1216,1216,215,215,215,215,215,215,215,215,215,215,21,21,21,21,21,21,21,21,21,461,461,461,461,461,461,461,461,461,461,1010,1010,1010,1010,736,736,736,736,736,108,108,108,108,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1291,1000,210,210,210,210,210,210,483,483,483,483,483,483,483,483,76,76,76,76,76,1196,1196,1196,1196,1196,1196,1278,1278,1278,1278,1278,1278,765,90,90,90,402,402,402,402,402,402,1197,1197,1175,1175,1175,1175,1175,1175,1175,909,909,909,909,909,909,909,1046,1046,1046,1046,1046,1046,1046,2,2,2,2,2,2,2,2,2,2,2,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,520,520,520,520,520,520,520,520,520,520,520,520,396,396,396,912,912,912,912,912,912,912,912,912,83,83,83,83,83,242,242,952,952,952,952,952,952,952,952,952,952,1157,1157,1157,1157,1157,1157,1157,395,38,38,38,38,38,38,38,38,38,38,38,3,3,3,3,249,249,249,249
789,789,789,789,789,789,789,789,1144,1144,1144,1144,964,964,964,469,469,708,708,708,708,1297,1297,1297,1297,1297,1230,1230,1230,1230,1230,1230,1253,963,963,963,963,963,963,963,963,963,963,218,218,218,218,218,218,218,218,218,294,294,333,294,333,333,333,333,333,333,960,960,960,960,960,960,960,960,960,846,846,54,54,54,54,54,54,54,833,833,833,1258,1258,1258,1258,1156,1156,1156,1156,1156,1156,484,484,140,140,140,259,259,259,259,259,259,259,222,222,222,222,889,889,889,889,889,889,889,889,889,889,440,440,440,440,440,440,440,440,307,307,307,1141,1141,1141,1141,527,527,527,527,527,527,527,1060,1060,1060,1060,1060,334,334,334,334,334,334,334,334,334,334,540,540,540,551,551,551,551,551,551,551,551,512,512,512,512,512,512,512,512,512,512,761,761,761,761,761,761,420,420,420,420,231,231,231,231,231,231,231,1103,1003,1003,1003,1003,1003,191,191,191,191,191,191,191,1135,1135,1135,1135,1135,1135,1135,1135,1135,1240,1240,1240,1240,1240,156,156,156,156,496,496,496,496,496,496,496,496,496,496,748,748,748,748,748,748,928,928,165,165,165,165,165,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,131,1235,1235,1235,885,885,885,885,678,678,678,678,678,678,735,735,735,1209,1209,1209,1209,1209,1209,999,999,999,999,999,999,750,750,750,750,750,750,328,328,328,328,328,328,328,1249,1249,1249,1249,1249,1249,891,870,870,1338,1338,1338,1322,1322,1322,1322,1322,526,526,526,526,526,526,526,612,612,612,612,612,612,612,896,896,896,239,239,239,239,239,950,950,950,950,950,65,65,65,65,65,65,65,65,1081,1081,1081,1081,1081,1081,1081,561,561,561,561,343,343,343,219,219,219,1274,1274,1216,1216,1216,1216,1216,1216,1216,1216,215,215,215,215,215,215,215,215,215,215,215,21,21,21,21,21,21,21,21,461,461,461,461,461,461,461,461,461,461,1010,1010,1010,1010,1010,736,736,736,108,108,108,108,108,203,203,203,203,203,203,203,203,203,203,203,203,203,1291,1291,1000,1000,210,210,210,210,210,483,483,483,483,483,483,483,483,76,76,76,76,76,1196,1196,1196,1196,1196,1196,1196,1278,1278,1278,1278,765,765,90,90,90,90,402,402,402,402,402,1197,1197,1197,1197,1175,1175,1175,1175,1175,909,123,909,123,909,909,909,909,1046,1046,1046,1046,1046,338,338,2,2,2,2,2,2,2,2,2,2,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,520,520,520,520,520,520,520,520,520,520,520,520,396,396,396,396,912,912,912,912,912,912,912,83,83,83,83,83,83,242,242,242,242,952,952,952,952,952,952,1157,1157,1157,1157,1157,1157,1157,1157,1157,395,395,38,38,38,38,38,38,38,38,38,3,3,3,3,3,249,249,249,249
789,789,789,789,789,789,789,789,1144,1144,1144,1144,1144,229,469,469,469,708,708,708,708,1297,1297,1297,1297,1297,1297,1230,1230,1230,1230,1253,1253,1253,1253,963,963,963,963,963,963,963,963,963,218,218,218,218,218,218,218,218,218,294,294,294,294,333,333,333,333,960,960,960,960,960,960,960,960,960,997,846,846,846,846,846,54,54,54,54,833,833,833,833,833,1258,1258,1156,1156,1156,1156,1156,1156,484,484,140,140,259,259,259,259,259,259,259,259,259,222,222,222,889,889,889,889,889,889,889,889,1027,1027,1027,1027,440,440,440,440,440,440,307,307,307,1141,1141,1141,527,527,527,527,527,527,527,527,1060,1060,1060,1060,1060,570,570,334,334,334,334,334,334,334,334,334,1180,1180,1180,551,551,551,551,551,551,512,512,512,512,512,512,512,512,512,512,512,761,761,761,761,761,761,420,420,420,420,420,231,231,231,231,1103,1103,1103,1003,1003,1003,1003,1003,191,191,191,191,191,191,1135,1135,1135,1135,1135,1135,1135,1135,1240,1240,1240,1240,1240,1240,1240,1240,156,156,156,156,156,496,496,496,496,496,496,496,786,748,748,748,748,748,748,928,928,928,165,165,165,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,131,1235,1235,1235,1235,885,885,885,678,678,678,678,678,678,678,735,735,735,735,735,735,1209,1209,999,999,999,999,999,999,750,750,750,750,750,328,328,328,328,328,328,328,1272,1272,1249,1249,1249,1249,891,891,891,870,870,1338,1338,1322,1322,1322,1322,1322,526,526,526,526,526,526,526,526,612,612,612,612,612,896,896,896,896,239,239,239,239,239,950,950,950,950,65,65,65,65,65,65,65,65,65,1081,1081,1081,1081,1081,1081,1081,561,561,561,561,343,343,343,343,219,219,934,934,934,1216,459,1216,459,1216,1216,1216,215,215,215,215,215,215,215,215,215,215,215,21,21,21,21,21,21,21,21,461,461,461,461,461,461,461,461,461,1010,1010,1010,1010,1010,108,108,108,108,108,108,108,108,108,203,203,203,203,203,203,203,203,203,203,203,203,1291,1291,1291,1000,1000,1000,210,210,210,210,634,634,483,483,483,483,483,483,76,76,76,76,76,1196,1196,1196,1196,1196,1196,790,790,790,1278,1278,765,765,765,90,90,835,835,835,402,661,1197,1197,1197,1197,1197,1197,1175,1175,1175,1175,123,123,123,123,264,264,71,71,1046,1046,1046,1046,1046,338,338,338,2,2,2,2,2,2,2,2,1013,1013,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1034,520,520,520,520,520,520,520,520,520,520,520,396,396,396,396,396,912,912,912,912,912,83,83,83,83,83,83,83,242,242,242,242,242,952,952,952,952,1157,1157,1157,1157,1157,1157,1157,1157,1157,395,395,395,395,38,38,38,38,38,38,38,38,3,3,3,3,249,249,249,746,746
789,789,789,789,789,789,789,789,1144,1144,1144,1144,229,229,229,469,469,708,708,708,708,1297,1297,1297,1297,1297,1297,1297,1297,1253,1253,1253,1253,1253,1253,963,963,963,963,963,608,608,608,218,218,218,218,218,218,218,218,218,218,294,294,294,294,294,333,333,333,960,960,960,960,960,960,960,960,960,997,846,846,846,846,846,846,688,54,54,833,833,833,833,833,1258,1156,1156,1156,1156,1156,1156,1156,484,484,140,140,140,140,259,259,259,259,259,259,259,222,222,222,889,889,889,1273,889,1273,1273,1027,1027,1027,1027,1027,1027,440,440,440,440,307,307,307,1141,1141,1141,1141,1141,1296,1296,527,527,1060,1060,1060,1060,1060,1060,1060,1060,570,570,570,570,334,334,334,334,334,334,1180,1180,1180,1180,551,551,551,551,551,551,512,512,512,512,512,512,512,512,512,512,512,761,761,761,761,761,761,761,420,420,420,420,420,231,231,1103,1103,1103,1103,1103,1003,1003,1003,1003,1003,191,191,191,191,191,1135,1135,1135,1135,1135,1135,1135,1135,1240,1240,1240,1240,1240,1240,1240,156,156,156,156,156,156,1303,1303,496,496,496,1303,786,786,786,748,748,748,748,748,928,928,165,165,165,245,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,131,1235,1235,1235,885,885,885,678,678,678,678,678,678,678,735,735,735,735,735,735,735,1209,999,999,999,999,999,999,999,750,750,750,750,750,328,328,328,328,328,328,328,1272,1272,1249,1249,891,891,891,870,870,1338,1338,1322,1322,1322,1322,1322,1322,526,526,526,526,526,526,526,526,896,896,896,896,896,896,896,896,896,239,239,239,239,239,950,950,950,950,65,65,65,65,65,65,65,65,65,1329,1081,1081,1081,1081,1081,1081,561,561,561,561,561,343,343,343,934,934,934,934,934,459,459,459,459,459,459,215,215,215,215,215,215,215,215,215,215,215,21,21,21,21,21,21,21,21,21,21,993,461,461,993,461,461,461,461,1010,1010,1010,1010,1010,341,341,108,108,108,108,108,108,108,108,1323,203,203,203,203,203,203,203,203,203,296,296,1291,1291,1291,1291,1000,210,210,210,210,634,634,483,483,483,483,483,76,76,76,1265,1265,1265,1265,1196,1196,1196,1196,790,790,790,790,790,765,765,765,765,835,835,835,835,835,661,661,661,1197,1197,1197,1197,1197,1175,1175,326,326,326,326,123,264,264,264,71,71,71,1046,1046,1046,338,338,338,338,338,2,2,1013,1013,1013,1013,1013,1013,1013,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1034,520,520,520,520,520,520,520,520,520,520,520,396,396,396,396,396,396,396,912,841,83,83,83,83,83,83,83,242,242,242,242,242,242,952,952,952,952,1157,1157,1157,1157,1157,1157,1157,1157,1157,395,395,395,395,395,38,38,38,38,38,38,3,3,3,3,3,249,249,249,746,746
207,207,789,789,789,789,789,789,1144,1144,1144,13,229,229,229,229,229,708,708,708,708,1297,1297,1297,1297,1297,1162,1162,1162,1253,1253,1253,1253,1253,1253,963,963,963,963,963,608,608,608,608,218,218,218,218,218,218,218,218,218,218,294,294,294,294,294,333,333,960,960,960,960,960,960,960,960,960,997,846,846,846,846,846,846,688,504,504,504,504,504,504,504,504,504,1156,1156,1156,1156,1156,484,484,484,140,140,140,140,259,259,259,259,259,259,259,259,222,1273,1273,889,1273,1273,1273,1273,1273,1027,1027,1027,1027,1027,1027,440,440,440,440,307,785,1141,1141,1141,1141,1141,1296,1296,1296,1296,1060,1060,1060,1060,1060,1060,1060,1060,570,570,570,570,570,570,570,257,334,334,257,257,1180,1180,1180,330,551,330,551,551,330,330,512,512,512,512,512,512,512,512,512,512,761,761,761,761,761,761,761,420,420,420,420,420,420,1103,1103,1103,1103,1103,1103,1003,1003,1003,1003,1003,191,191,191,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1240,1240,1240,1240,1240,1240,1240,156,156,156,156,156,1303,1303,1303,1303,1303,1303,786,786,786,786,786,748,748,748,928,928,928,165,165,245,245,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,131,131,1235,145,885,885,885,678,678,678,678,678,678,735,735,735,735,735,735,735,735,725,725,1204,999,1204,1204,1204,999,750,531,531,750,531,531,531,328,1067,1067,1067,1272,1272,1272,1272,1272,556,891,891,870,870,870,1322,1322,1322,1322,1322,1322,1322,526,526,526,526,526,526,526,526,526,351,351,351,351,896,896,896,896,239,239,239,239,950,950,950,950,950,65,65,65,65,65,65,65,65,65,1329,1329,1081,1081,1081,1081,1081,1081,561,561,561,343,343,343,343,934,934,934,934,459,459,459,459,459,459,459,352,352,352,352,215,215,215,215,215,4,4,21,21,21,21,21,21,21,21,21,993,993,993,993,993,461,461,461,461,1010,1010,1010,1010,1010,341,341,341,108,108,108,108,108,108,1323,1323,1323,203,1323,203,203,203,203,296,203,296,1291,1291,1291,1291,1291,1000,210,210,210,210,634,634,634,483,483,483,76,76,76,1265,1265,1265,1265,1265,1108,1196,1196,790,790,790,790,790,1176,1176,1176,765,765,765,835,835,835,835,661,661,661,114,1197,114,1197,1197,1197,1197,326,326,326,326,326,264,264,71,71,71,71,1046,1046,1046,854,338,338,338,338,338,338,1013,1013,1013,1013,1013,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1034,1034,1034,1034,1034,520,520,520,520,520,520,520,520,520,520,396,396,396,396,396,396,396,841,841,841,841,83,83,83,83,242,242,242,242,242,242,242,242,242,967,1157,1157,967,1157,967,1157,1157,1157,967,395,395,395,395,395,395,601,38,601,38,38,3,3,3,3,3,3,585,585,585,746,746
207,207,207,207,207,207,789,789,1144,1144,13,13,229,229,229,229,229,708,708,708,708,1297,1297,1297,1297,1162,1162,1162,1162,1162,1253,1253,1253,1253,1253,1253,963,1084,1084,608,608,608,608,608,218,218,218,218,218,218,218,218,218,218,294,294,294,294,294,333,333,960,960,960,960,960,960,960,960,997,997,846,846,846,846,846,846,688,688,688,688,504,504,504,504,504,504,728,728,728,728,728,484,484,484,140,140,140,140,96,96,96,96,96,96,96,96,335,1273,1273,1273,1273,1273,1273,1273,1273,1027,1027,1027,1027,1027,1027,1027,440,785,440,785,785,785,785,1141,1141,1141,1141,1296,1296,1060,1060,1060,1060,1060,1060,1060,1060,1060,570,570,570,570,570,570,570,257,257,257,257,257,257,1180,330,330,330,330,330,330,330,330,512,512,512,512,512,512,512,512,512,512,761,761,486,486,761,761,761,420,420,420,420,420,420,1103,1103,1103,1103,1103,1103,1103,1003,1003,1003,1003,1003,1003,191,101,101,101,1301,1301,1301,1301,1301,1301,1301,1240,1240,1240,1240,1240,1240,1240,156,156,156,156,156,1303,1303,1303,1303,1303,1303,786,786,786,786,786,786,786,748,788,788,928,788,165,165,245,245,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,131,131,131,145,145,145,77,885,678,678,678,678,678,678,678,735,735,735,735,735,735,735,725,725,1204,1204,1204,1204,1204,1204,1261,531,531,531,531,531,531,531,1067,1067,412,412,412,412,1272,1272,556,556,891,870,870,870,1322,1322,1322,1322,1322,1322,718,526,526,526,526,526,526,526,526,351,351,351,351,351,351,351,351,351,351,239,239,950,950,950,950,950,950,65,65,65,65,65,65,65,65,408,1329,1329,1329,1081,1081,1081,1081,1081,1081,561,561,343,343,343,607,934,934,934,934,459,459,459,459,459,459,459,995,352,352,352,352,352,215,4,4,4,4,21,21,21,21,21,21,21,21,21,993,993,993,993,993,993,993,461,1010,1010,1010,1010,1010,341,341,341,341,341,59,59,59,637,1323,1323,1323,1323,1323,1323,1323,203,203,296,296,296,296,296,1291,1291,1291,1291,1000,210,210,210,210,634,634,634,483,483,483,76,76,1265,1265,1265,1265,167,1108,1108,1108,1108,790,790,790,1176,1176,1176,1176,1176,1176,33,765,835,835,835,661,661,661,661,114,114,114,114,114,1197,1197,326,326,326,326,326,326,71,71,71,71,71,1046,1046,854,854,854,338,338,338,338,1013,1013,1013,1013,1013,1013,1186,1186,1186,1186,1186,1186,1186,1186,1186,1034,1034,1034,1034,564,564,564,564,520,520,520,520,520,520,520,234,234,396,396,396,396,396,841,841,841,841,841,841,27,27,27,242,242,242,242,242,242,242,242,290,967,967,967,967,967,967,967,967,967,967,395,395,395,395,395,395,601,601,601,601,601,601,601,3,535,535,535,535,585,535,746,746
207,207,207,207,207,207,207,207,13,13,13,13,13,229,229,229,229,708,708,708,708,708,1297,1297,1297,1162,1162,1162,1162,1162,199,1253,1253,1253,1253,1084,963,1084,1084,608,608,608,608,608,218,218,218,218,218,218,218,218,218,218,294,294,294,294,294,294,294,960,960,960,960,960,960,997,960,997,997,846,846,846,846,846,846,846,688,688,688,688,504,504,504,337,728,728,728,728,728,728,140,140,140,140,140,140,140,140,96,96,96,96,96,96,335,335,335,1273,1273,1273,1273,1273,1273,1273,817,1027,1027,1027,1027,1027,1027,1027,785,785,785,785,785,785,785,1141,1120,1120,1120,1296,1060,1060,1060,1060,1060,1060,1060,1060,1060,570,570,570,570,570,570,570,570,1248,1248,257,257,257,330,330,330,330,330,330,330,330,330,330,512,512,512,512,512,512,512,512,486,486,486,486,486,486,486,761,486,486,420,420,1103,1103,1103,1103,1103,1103,1103,1103,1103,1103,1003,1003,1003,1003,1003,101,101,101,101,101,1301,1301,1301,1301,1301,1240,1240,1240,1240,1240,1240,1240,1240,1240,156,156,156,156,156,1303,1303,1303,1303,786,786,786,786,786,786,786,786,786,788,788,788,788,788,245,245,245,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,131,131,145,145,145,77,77,885,77,77,678,678,678,678,678,735,735,735,735,735,725,725,725,725,1204,1204,1204,1204,1204,1204,1261,1261,1261,1261,531,531,1067,1067,1067,1067,1067,412,412,412,1272,1272,556,556,556,556,556,556,541,541,541,541,1322,718,718,718,718,917,917,917,917,917,917,917,351,351,351,351,351,351,683,683,683,683,239,950,950,950,950,950,65,65,65,65,65,65,65,65,65,408,408,1329,1329,1329,1081,1081,1081,1081,1081,1081,1081,1081,343,607,607,607,934,934,798,798,459,459,459,459,459,459,995,995,352,352,352,352,4,4,4,4,4,21,21,21,21,21,21,21,21,21,993,993,993,993,993,993,993,993,993,993,1010,1010,341,341,341,341,341,341,59,59,637,637,302,1323,1323,1323,1323,1323,1323,1323,1323,296,296,296,296,296,1291,1291,1291,1291,1000,1000,1000,210,634,634,634,634,634,76,76,76,1265,1265,1265,1265,1265,167,1108,1108,1108,1108,1108,790,790,1176,1176,1176,1176,1176,33,33,33,33,835,661,661,661,661,661,114,114,114,114,114,114,114,326,326,326,326,326,326,326,71,71,71,61,1046,1046,854,854,854,854,854,854,1013,1013,1013,1013,1013,1013,1013,1186,1186,1186,1186,1186,1186,1186,1186,1186,1034,1034,1034,1034,564,564,564,564,200,200,200,200,200,200,234,234,234,234,396,396,396,396,841,841,841,841,841,27,27,27,27,27,713,713,713,713,713,713,713,290,290,967,290,967,967,967,967,967,395,395,395,395,395,395,395,395,601,601,601,601,601,601,601,535,535,535,535,535,535,535,746,746
1183,207,207,207,207,207,207,13,13,13,13,13,13,13,229,229,229,708,708,708,708,1215,1215,1297,1297,1162,1162,1162,1162,1162,199,199,199,199,1253,1084,1084,1084,1084,608,608,608,608,608,608,218,218,218,218,218,218,218,218,218,294,1328,294,1328,294,1328,1328,1328,960,960,382,960,382,997,997,997,997,997,846,846,846,846,846,586,688,688,688,688,504,504,504,337,728,728,728,728,728,728,611,140,140,140,140,140,140,96,96,96,96,96,96,96,335,335,335,335,335,1273,817,817,817,817,817,1027,1027,1027,1027,1027,1027,1027,785,785,785,785,785,785,1120,1120,1120,1120,1120,1120,1060,1060,1060,1060,1060,1060,1060,570,570,570,570,570,570,570,570,570,570,1248,1248,1248,257,330,330,330,330,330,330,330,330,330,330,512,512,512,512,512,512,512,512,512,486,486,486,486,486,486,486,486,486,486,420,420,1103,1103,1103,1103,1103,1103,1103,1103,1103,1003,1003,1003,1003,1003,101,101,101,101,101,101,1301,1301,1301,1301,1301,1301,1240,1240,1240,1240,1240,1240,1240,1240,1240,156,156,156,156,156,1303,1303,1303,1303,786,786,786,786,786,786,786,786,788,788,788,788,788,788,245,245,245,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,145,145,145,77,77,77,77,77,77,678,678,678,678,735,735,735,735,735,735,725,725,725,725,1238,1204,1204,1204,1204,1261,1261,1261,1261,1261,1261,531,1067,1067,1067,1067,412,412,412,412,412,1272,556,556,556,556,556,541,541,541,541,541,541,718,718,718,718,917,917,917,917,917,917,917,351,351,351,351,351,351,683,683,683,683,683,950,950,950,950,950,65,65,65,65,65,408,408,408,408,408,1329,1329,1329,1329,1329,1329,1081,1081,1081,1081,1081,607,607,607,607,607,607,798,798,798,798,798,798,798,459,995,995,995,995,352,352,352,352,4,4,4,4,21,465,465,465,465,465,465,465,465,993,993,993,993,993,993,993,993,993,993,993,423,423,423,341,423,341,59,59,59,637,637,302,1323,1323,1323,1323,1323,1323,1323,296,296,296,296,296,296,1291,1291,1291,1291,1000,1000,1000,1000,634,634,634,634,634,1265,1265,1265,1265,1265,1265,1265,167,167,1108,1108,1108,1108,1108,790,790,1176,1176,1176,33,33,33,33,33,926,926,926,661,661,661,661,114,114,114,114,114,114,1334,326,326,326,326,326,326,326,61,61,61,61,61,854,854,854,854,854,854,854,854,1013,1013,1013,1013,1013,1013,1013,1186,1186,1186,1186,1186,1186,1186,1186,1034,1034,1034,1034,564,564,564,564,200,200,200,200,200,200,234,234,234,234,234,36,36,36,36,841,841,27,27,27,27,27,27,293,293,713,713,713,713,713,713,290,290,290,290,290,967,967,967,967,395,395,395,395,395,395,395,395,601,601,601,601,601,601,601,535,535,535,535,535,535,535,746,746
1183,207,1183,1183,207,207,207,13,13,13,13,13,13,13,737,1143,1143,1143,953,953,1215,1215,1215,1215,1162,1162,1162,1162,1162,199,199,199,199,199,1084,1084,1084,1084,1084,608,608,608,608,608,608,218,821,218,218,218,218,218,218,218,1328,1328,1328,1328,1328,1328,1328,1328,960,382,382,382,382,997,997,997,997,997,846,846,846,586,586,586,586,1072,688,724,724,724,337,337,337,728,728,728,417,728,611,611,140,140,140,140,96,96,96,96,96,96,96,335,335,335,335,335,335,335,817,817,817,817,1027,1027,1027,1027,1027,1027,1027,1027,785,785,785,785,785,785,1120,1120,1120,1120,1120,1120,1060,1060,1060,1060,1060,1060,1060,570,570,570,570,570,570,570,570,570,570,1248,1248,1248,1248,1248,330,330,330,330,330,330,330,330,330,512,512,512,512,512,512,512,512,512,512,512,486,486,486,486,990,486,486,486,420,420,1103,1103,1103,1103,1103,1103,1103,1103,1103,1003,1003,1003,1003,1003,1003,101,101,101,101,101,1301,1301,1301,1301,1301,1301,1240,1240,1240,1240,1240,1240,1240,156,156,156,156,156,156,156,156,156,1303,1303,786,786,786,786,786,786,788,788,788,788,788,788,788,788,245,245,245,245,245,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,131,131,131,131,131,131,77,77,77,77,77,77,77,77,77,77,77,77,77,735,735,735,735,735,735,1238,1238,1238,1238,1238,1238,1204,1204,1204,1204,1261,1261,1261,1261,1261,1261,1067,1067,1067,1067,412,412,412,412,412,412,556,556,556,556,541,541,541,541,541,541,541,718,718,718,718,718,917,917,917,917,917,917,351,351,351,351,351,683,683,683,683,683,683,683,950,950,950,950,65,65,65,65,408,408,408,408,408,408,408,1329,1329,1329,1329,1329,1329,1081,1081,1081,1081,1081,607,607,607,607,798,798,798,798,798,798,798,995,995,995,995,995,995,58,352,352,4,4,4,4,4,4,465,465,465,465,465,465,465,465,465,993,993,993,993,993,993,993,993,993,423,423,423,423,423,423,341,59,59,637,637,637,302,302,1323,1323,1323,1323,1323,1323,296,296,296,296,296,296,296,296,1291,1291,1291,1291,1000,1000,634,634,634,634,634,634,1265,1265,1265,1265,1265,167,167,167,1108,1108,1108,1108,1108,1108,1176,1176,491,1176,33,33,926,926,926,926,926,926,926,661,661,661,114,114,114,114,114,1334,1334,17,326,17,326,17,326,957,61,61,61,61,61,61,61,854,854,854,854,854,854,1013,1013,1013,1013,1013,1013,1202,1186,1186,1186,1186,1186,1186,1186,1186,1034,1034,1034,564,564,564,564,564,200,200,200,200,200,234,234,234,234,234,36,36,36,36,36,36,27,27,27,27,27,27,293,293,293,293,713,713,713,713,713,290,290,290,290,290,967,967,967,967,395,395,395,395,395,395,395,395,601,601,601,601,601,601,601,601,809,809,809,535,535,535,535,746
1183,1183,1183,1183,1183,207,1316,1316,1316,1316,13,13,13,737,737,1143,1143,1143,953,953,953,1215,1215,1215,1215,1162,1162,1162,199,199,199,199,199,199,199,1084,1084,1084,1084,608,608,608,608,608,608,608,821,218,218,218,218,218,218,1328,1328,1328,1328,1328,1328,1328,563,563,563,382,382,382,382,382,997,997,997,997,997,997,846,586,586,586,586,1072,1072,724,724,337,337,337,337,337,728,417,417,611,611,611,611,140,140,140,96,96,96,96,96,96,96,96,335,335,335,335,367,367,817,817,817,817,1027,1027,1027,1027,1027,1027,1027,785,785,785,785,785,785,785,1120,1120,1120,1120,1120,1120,1120,1120,1060,1163,1060,1060,1163,1163,570,283,570,570,283,570,570,283,1248,1248,1248,1248,283,330,330,330,330,283,283,330,330,910,910,910,910,512,512,512,512,910,910,910,910,910,486,486,486,486,990,990,990,486,990,420,990,1103,990,1103,1103,1103,990,1103,1103,990,990,990,990,990,1006,1006,101,1006,101,101,1301,1301,1006,1006,1006,1006,1240,1240,1006,1240,1006,1006,1240,1240,156,156,156,156,1022,156,156,1022,1022,545,545,786,545,545,545,786,786,788,545,545,545,788,788,788,788,245,545,245,245,245,1262,1076,1262,1262,1076,1076,1076,1076,1262,131,131,131,131,131,1076,77,77,77,77,77,77,75,77,77,75,77,77,77,77,735,735,735,1238,1238,1238,1238,1238,1238,1238,1238,1204,1204,1204,1204,1261,1261,1261,1261,1261,1261,1067,1067,1067,1067,1067,1067,412,412,412,412,412,412,412,556,541,541,541,541,541,541,541,718,718,718,718,718,917,917,917,917,917,351,351,351,351,351,683,683,683,683,683,683,683,950,950,950,950,950,65,65,65,65,757,757,757,757,408,408,757,1329,1329,1329,1329,1329,1329,1081,1081,1081,1081,1081,607,607,607,607,607,798,798,798,798,798,798,798,995,995,995,995,995,58,58,352,352,4,4,4,465,465,465,465,465,465,465,465,465,465,993,993,993,993,993,993,993,993,993,423,423,423,423,423,423,423,423,59,59,637,637,637,302,302,1323,1323,855,1323,1323,855,855,296,296,296,296,296,296,296,1291,1291,1291,1291,1291,1000,1308,634,1308,634,634,634,1265,1265,1265,1265,1265,167,167,167,1108,1108,1108,1108,1108,1108,491,491,491,491,491,33,926,926,926,926,926,926,926,661,661,661,114,114,114,1334,1334,1334,1334,17,17,17,17,17,957,957,957,61,61,61,61,61,61,854,854,854,854,854,854,1013,1013,1013,1013,1202,1202,1202,1202,1202,1186,1186,1186,1186,1186,1034,1034,1034,1034,1034,564,564,564,564,200,200,200,200,200,200,234,234,234,36,36,36,36,36,36,36,36,27,27,27,27,293,293,293,293,293,293,293,713,713,290,290,290,290,290,290,290,290,290,290,395,395,395,395,395,395,395,456,601,601,601,601,601,601,225,225,809,809,809,809,535,535,898,746
